# rank, score, width, depth, height, tx, ty, tz, R(3x3 row-major)
0, 0.7238, 0.0850, 0.0200, 0.0200, -0.1371, 0.1141, 0.4229, -0.0032,0.0037,-1.0000,-0.6538,0.7567,0.0049,0.7567,0.6538,-0.0000
1, 0.6206, 0.0850, 0.0300, 0.0200, -0.0984, 0.1082, 0.4219, -0.0032,0.0037,-1.0000,-0.6538,0.7567,0.0049,0.7567,0.6538,-0.0000
2, 0.5165, 0.0850, 0.0300, 0.0200, -0.1894, 0.1053, 0.4077, 0.1985,-0.2741,-0.9410,-0.5518,0.7622,-0.3385,0.8100,0.5864,-0.0000
3, 0.4909, 0.0850, 0.0300, 0.0200, -0.1687, 0.1067, 0.4130, -0.1179,0.1851,-0.9756,-0.5243,0.8228,0.2195,0.8433,0.5374,-0.0000
4, 0.2529, 0.0850, 0.0300, 0.0200, -0.1695, 0.1380, 0.4791, 0.2599,-0.1285,-0.9570,-0.8578,0.4243,-0.2900,0.4433,0.8964,-0.0000
5, 0.2462, 0.0813, 0.0400, 0.0200, -0.2194, 0.1301, 0.4625, 0.3371,-0.2421,-0.9098,-0.7390,0.5307,-0.4150,0.5833,0.8122,-0.0000
6, 0.2312, 0.0850, 0.0300, 0.0200, -0.1186, 0.1284, 0.4876, -0.1826,0.0471,-0.9821,-0.9509,0.2455,0.1886,0.2500,0.9682,-0.0000
7, 0.2107, 0.0762, 0.0200, 0.0200, 0.2514, 0.1489, 0.5169, 0.2599,-0.1285,-0.9570,-0.8578,0.4243,-0.2900,0.4433,0.8964,-0.0000
8, 0.1945, 0.0719, 0.0200, 0.0200, 0.1828, 0.1439, 0.4997, 0.5543,-0.0727,-0.8291,-0.8221,0.1078,-0.5591,0.1300,0.9915,-0.0000
9, 0.1839, 0.0850, 0.0200, 0.0200, -0.1425, 0.1232, 0.4896, 0.2599,-0.1285,-0.9570,-0.8578,0.4243,-0.2900,0.4433,0.8964,-0.0000
10, 0.1807, 0.0782, 0.0100, 0.0200, -0.2994, -0.1399, 0.5733, 0.9345,-0.2276,-0.2737,-0.2659,0.0648,-0.9618,0.2367,0.9716,-0.0000
11, 0.1742, 0.0850, 0.0400, 0.0200, -0.2382, 0.1073, 0.4837, 0.8294,-0.4336,-0.3522,-0.3121,0.1632,-0.9359,0.4633,0.8862,-0.0000
12, 0.1269, 0.0834, 0.0100, 0.0200, -0.2964, -0.1686, 0.5676, 0.5845,-0.7704,0.2549,0.1541,-0.2031,-0.9670,0.7967,0.6044,-0.0000
13, 0.1240, 0.0813, 0.0100, 0.0200, 0.1250, 0.1374, 0.5062, 0.8960,0.0293,0.4431,-0.0262,0.9996,-0.0130,-0.4433,0.0000,0.8964
14, 0.1145, 0.0850, 0.0300, 0.0200, -0.0345, 0.0199, 0.3519, 0.6661,-0.7402,-0.0923,-0.0617,0.0686,-0.9957,0.7433,0.6689,-0.0000
15, 0.1054, 0.0850, 0.0100, 0.0200, -0.2889, 0.0606, 0.5533, 0.6399,-0.1794,-0.7472,-0.7194,0.2017,-0.6646,0.2700,0.9629,-0.0000
16, 0.0891, 0.0850, 0.0100, 0.0200, -0.2607, 0.0891, 0.5024, 0.8333,0.4738,-0.2847,-0.4484,0.8806,0.1532,0.3233,0.0000,0.9463
17, 0.0767, 0.0768, 0.0200, 0.0200, 0.1979, 0.1306, 0.5223, -0.1771,-0.2858,-0.9418,-0.4961,-0.8005,0.3363,-0.8500,0.5268,-0.0000
18, 0.0755, 0.0698, 0.0100, 0.0200, 0.1548, 0.1385, 0.4894, -0.1479,-0.0541,-0.9875,-0.9275,-0.3390,0.1575,-0.3433,0.9392,-0.0000
19, 0.0538, 0.0664, 0.0200, 0.0200, 0.1130, 0.1380, 0.4905, 0.6399,-0.1794,-0.7472,-0.7194,0.2017,-0.6646,0.2700,0.9629,-0.0000
20, 0.0521, 0.0850, 0.0200, 0.0200, 0.1644, 0.0903, 0.4071, 0.1439,-0.1933,-0.9705,-0.2771,0.9336,-0.2270,0.9500,0.3016,0.0808
21, 0.0505, 0.0811, 0.0200, 0.0200, 0.2813, 0.1157, 0.5332, -0.7691,0.1114,-0.6294,-0.6229,0.0902,0.7771,0.1433,0.9897,-0.0000
22, 0.0468, 0.0705, 0.0200, 0.0200, -0.0647, 0.0821, 0.5269, -0.9420,0.0851,-0.3246,-0.3233,0.0292,0.9458,0.0900,0.9959,-0.0000
23, 0.0452, 0.0850, 0.0200, 0.0200, 0.2390, -0.1643, 0.5411, -0.3992,-0.8919,0.2125,0.7873,-0.4522,-0.4192,0.4700,0.0000,0.8827
24, 0.0371, 0.0850, 0.0400, 0.0200, 0.2666, 0.1435, 0.5069, -0.9779,0.1140,0.1755,-0.1122,-0.9935,0.0201,0.1767,0.0000,0.9843
25, 0.0359, 0.0730, 0.0100, 0.0200, -0.2907, -0.0738, 0.5602, 0.8294,-0.4336,-0.3522,-0.3121,0.1632,-0.9359,0.4633,0.8862,-0.0000
26, 0.0303, 0.0635, 0.0100, 0.0200, 0.2483, 0.1076, 0.4677, -0.9991,0.0283,-0.0304,0.0195,0.9656,0.2595,0.0367,0.2586,-0.9653
27, 0.0288, 0.0839, 0.0400, 0.0200, 0.1334, 0.1215, 0.5130, 0.9477,0.3017,0.1043,0.0994,0.0316,-0.9945,-0.3033,0.9529,-0.0000
28, 0.0259, 0.0367, 0.0100, 0.0200, 0.2607, -0.1727, 0.5690, -0.2264,0.8128,-0.5367,-0.1440,0.5170,0.8438,0.9633,0.2683,-0.0000
29, 0.0256, 0.0284, 0.0100, 0.0200, 0.2868, 0.0342, 0.5402, -0.7691,0.1114,-0.6294,-0.6229,0.0902,0.7771,0.1433,0.9897,-0.0000
30, 0.0249, 0.0850, 0.0100, 0.0200, 0.2603, 0.1394, 0.5264, -0.9072,-0.1252,-0.4016,-0.3979,-0.0549,0.9158,-0.1367,0.9906,-0.0000
31, 0.0247, 0.0493, 0.0100, 0.0200, -0.0240, 0.1176, 0.4106, 0.3592,0.1636,-0.9188,-0.9077,0.2898,-0.3033,0.2167,0.9430,0.2527
32, 0.0235, 0.0399, 0.0100, 0.0200, 0.2837, 0.0568, 0.5345, -0.8311,0.0583,0.5531,0.5517,-0.0387,0.8331,0.0700,0.9975,-0.0000
33, 0.0230, 0.0779, 0.0100, 0.0200, -0.0622, 0.1225, 0.5066, -0.9795,-0.0490,-0.1956,-0.1954,-0.0098,0.9807,-0.0500,0.9987,-0.0000
34, 0.0226, 0.0839, 0.0200, 0.0200, -0.0378, 0.0857, 0.3449, 0.6541,-0.7131,-0.2523,-0.3100,0.0515,-0.9493,0.6900,0.6991,-0.1873
35, 0.0213, 0.0423, 0.0100, 0.0200, 0.2899, 0.0817, 0.5477, -0.7878,-0.1805,-0.5889,-0.5740,-0.1315,0.8082,-0.2233,0.9747,-0.0000
36, 0.0212, 0.0282, 0.0100, 0.0200, 0.1384, 0.1273, 0.4446, -0.4412,-0.0132,-0.8973,-0.8969,-0.0269,0.4414,-0.0300,0.9995,-0.0000
37, 0.0210, 0.0302, 0.0100, 0.0200, 0.1243, 0.1279, 0.4466, 0.6227,0.0605,-0.7801,-0.7765,-0.0754,-0.6256,-0.0967,0.9953,-0.0000
38, 0.0208, 0.0414, 0.0100, 0.0200, 0.1750, 0.1233, 0.4407, 0.2599,-0.1285,-0.9570,-0.8578,0.4243,-0.2900,0.4433,0.8964,-0.0000
39, 0.0200, 0.0403, 0.0100, 0.0200, -0.2737, -0.0041, 0.5242, 0.9869,-0.1497,-0.0608,-0.0601,0.0091,-0.9981,0.1500,0.9887,-0.0000
40, 0.0192, 0.0608, 0.0100, 0.0200, -0.0447, 0.1062, 0.3797, 0.3371,0.9098,-0.2421,-0.7390,0.4150,0.5307,0.5833,0.0000,0.8122
41, 0.0182, 0.0310, 0.0100, 0.0200, 0.2822, -0.0142, 0.5486, -0.9991,0.0367,0.0195,0.0195,-0.0007,0.9998,0.0367,0.9993,-0.0000
42, 0.0178, 0.0564, 0.0100, 0.0200, -0.2620, 0.0201, 0.5002, 0.9869,-0.1289,-0.0975,-0.0601,0.2672,-0.9618,0.1500,0.9550,0.2559
43, 0.0169, 0.0562, 0.0100, 0.0200, -0.0420, -0.0220, 0.3619, 0.7432,-0.4103,0.5285,0.4626,-0.2554,-0.8490,0.4833,0.8754,-0.0000
44, 0.0161, 0.0735, 0.0100, 0.0200, 0.2193, 0.1238, 0.4480, 0.1439,-0.4379,-0.8874,-0.2771,0.8431,-0.4609,0.9500,0.3122,-0.0000
45, 0.0157, 0.0347, 0.0100, 0.0200, 0.2636, 0.0932, 0.4981, -0.9830,0.0811,0.1648,0.1518,0.8638,0.4805,-0.1033,0.4973,-0.8614
46, 0.0156, 0.0845, 0.0100, 0.0200, 0.1810, 0.0896, 0.4068, -0.8256,0.4238,-0.3725,-0.3314,0.1701,0.9280,0.4567,0.8896,-0.0000
47, 0.0155, 0.0826, 0.0200, 0.0200, -0.2105, 0.0708, 0.4109, 0.1439,-0.6526,-0.7439,-0.2771,0.6951,-0.6634,0.9500,0.3016,-0.0808
48, 0.0153, 0.0456, 0.0100, 0.0200, 0.0356, 0.1277, 0.4435, 0.7234,-0.0314,-0.6897,-0.6891,0.0299,-0.7240,0.0433,0.9991,-0.0000
49, 0.0146, 0.0754, 0.0100, 0.0200, 0.2185, 0.1040, 0.4685, -0.0159,0.0860,-0.9962,-0.1811,0.9796,0.0874,0.9833,0.1818,-0.0000
