# rank, score, width, depth, height, tx, ty, tz, R(3x3 row-major)
0, 0.5820, 0.0850, 0.0200, 0.0200, -0.0861, 0.1030, 0.4093, -0.1179,0.1851,-0.9756,-0.5243,0.8228,0.2195,0.8433,0.5374,-0.0000
1, 0.3102, 0.0850, 0.0300, 0.0200, -0.1788, 0.0995, 0.4145, 0.0569,-0.1152,-0.9917,-0.4390,0.8892,-0.1285,0.8967,0.4427,-0.0000
2, 0.2483, 0.0845, 0.0400, 0.0200, -0.2128, 0.0998, 0.4075, 0.1985,-0.2741,-0.9410,-0.5518,0.7622,-0.3385,0.8100,0.5864,-0.0000
3, 0.2179, 0.0804, 0.0300, 0.0200, -0.2552, 0.1311, 0.4917, 0.5213,-0.2983,-0.7995,-0.6939,0.3971,-0.6007,0.4967,0.8679,-0.0000
4, 0.2123, 0.0850, 0.0200, 0.0200, 0.1560, 0.1342, 0.4688, -0.4412,-0.0132,-0.8973,-0.8969,-0.0269,0.4414,-0.0300,0.9995,-0.0000
5, 0.1986, 0.0850, 0.0300, 0.0200, 0.2301, 0.1405, 0.4880, -0.3720,0.1330,-0.9187,-0.8650,0.3093,0.3950,0.3367,0.9416,-0.0000
6, 0.1627, 0.0850, 0.0100, 0.0200, 0.1081, 0.1208, 0.4591, 0.5543,-0.0727,-0.8291,-0.8221,0.1078,-0.5591,0.1300,0.9915,-0.0000
7, 0.1191, 0.0850, 0.0300, 0.0200, -0.2039, 0.1167, 0.4196, 0.7003,0.0592,-0.7114,-0.4551,0.8048,-0.3810,0.5500,0.5906,0.5906
8, 0.1147, 0.0850, 0.0400, 0.0200, -0.2881, 0.0611, 0.5499, 0.6399,-0.1794,-0.7472,-0.7194,0.2017,-0.6646,0.2700,0.9629,-0.0000
9, 0.1022, 0.0439, 0.0100, 0.0200, 0.0348, -0.0305, 0.5315, -0.7521,-0.3906,0.5309,0.3191,-0.9206,-0.2252,0.5767,0.0000,0.8170
10, 0.0999, 0.0724, 0.0100, 0.0200, -0.1625, 0.1361, 0.4724, 0.6399,-0.1794,-0.7472,-0.7194,0.2017,-0.6646,0.2700,0.9629,-0.0000
11, 0.0772, 0.0850, 0.0200, 0.0200, 0.1355, 0.1323, 0.4648, 0.7958,-0.2953,-0.5286,-0.5771,-0.1056,-0.8098,0.1833,0.9496,-0.2544
12, 0.0523, 0.0670, 0.0100, 0.0200, 0.2686, 0.0968, 0.5172, -0.9795,-0.1403,-0.1449,-0.1954,0.4819,0.8542,-0.0500,0.8649,-0.4994
13, 0.0419, 0.0787, 0.0200, 0.0200, 0.1825, 0.1190, 0.4131, -0.3880,-0.2124,-0.8969,-0.7295,0.6655,0.1580,0.5633,0.7155,-0.4131
14, 0.0359, 0.0760, 0.0100, 0.0200, -0.2134, 0.1352, 0.4834, -0.2471,0.2445,-0.9376,-0.6665,0.6595,0.3476,0.7033,0.7109,-0.0000
15, 0.0281, 0.0366, 0.0100, 0.0200, 0.2232, 0.0996, 0.4205, -0.6399,0.3794,-0.6683,-0.5748,0.3408,0.7439,0.5100,0.8602,-0.0000
16, 0.0275, 0.0850, 0.0200, 0.0200, 0.0971, 0.1246, 0.4402, -0.5040,0.3197,-0.8024,-0.8410,0.0299,0.5402,0.1967,0.9471,0.2538
